rank,personName,age,country,source,industries,title,finalWorth,gender,birthDate
2287,Joop van den Ende,82,Netherlands,TV shows,['Media & Entertainment'],,1300.0,M,-879033600000
2287,Pongsak Viddayakorn,90,Thailand,Hospitals,['Healthcare'],,1300.0,M,-1129075200000
2287,Eduardo Voigt Schwartz,34,Brazil,Industrial Machinery,['Manufacturing'],DJ-Producer,1300.0,M,631497600000
2287,Mariana Voigt Schwartz Gomes,38,Brazil,Industrial Machinery,['Manufacturing'],Interior Designer,1300.0,F,504921600000
2287,Georg von Opel,57,United Kingdom,"Real estate, investments",['Finance & Investments'],,1300.0,M,-115603200000
2287,Shigefumi Wada,71,Japan,Software,['Technology'],,1300.0,M,-547171200000
2287,Wee Ee Chao,68,Singapore,Banking,['Finance & Investments'],,1300.0,M,-441849600000
2287,Wee Ee Lim,62,Singapore,Banking,['Finance & Investments'],,1300.0,M,-252460800000
2287,Myron Wentz,83,Cayman Islands,Health products,['Fashion & Retail'],,1300.0,M,-927331200000
2287,Drorit Wertheim,68,Israel,Coca Cola Israel,['Food & Beverage'],,1300.0,F,-441849600000
2287,Tiger Woods,48,United States,Golf,['Sports'],Athlete,1300.0,M,189129600000
2287,Horst Wortmann & family,82,Germany,Footwear,['Fashion & Retail'],,1300.0,M,-904176000000
2287,Wu Chung-yi,68,Taiwan,Manufacturing,['Manufacturing'],,1300.0,M,-457747200000
2287,Ingrid Wu,,,Manufacturing,['Manufacturing'],,1300.0,F,
2287,Wu Xushun & family,75,China,Internet,['Diversified'],,1300.0,M,-684115200000
2287,Wu Yingming,57,China,Batteries,['Energy'],,1300.0,M,-94694400000
2287,Xie Juhua & family,73,China,Pharmaceuticals,['Healthcare'],,1300.0,F,-599616000000
2287,Xu Xudong & family,54,China,Auto parts,['Automotive'],,1300.0,M,5097600000
2287,Vadim Yakunin,61,Russia,Pharmacy,['Healthcare'],,1300.0,M,-220579200000
2287,Ye Qiongjiu,69,China,Software,['Technology'],,1300.0,F,-480211200000
2287,Yi Xianzhong & family,64,China,Pharmaceuticals,['Healthcare'],,1300.0,M,-336787200000
2287,Yu Peidi,64,China,Real estate,['Real Estate'],,1300.0,M,-315619200000
2287,Zhang Wenzhong,62,China,Supermarkets,['Fashion & Retail'],,1300.0,M,-252460800000
2287,Zhang Yin,67,China,Paper manufacturing,['Manufacturing'],,1300.0,F,-407548800000
2287,Zhou Chengjian,58,China,Fashion retail,['Fashion & Retail'],,1300.0,M,-147484800000
2410,Shivratan Agarwal,72,India,Indian snacks,['Food & Beverage'],,1200.0,M,-588988800000
2410,Joao Alves de Queiroz Filho,71,Brazil,Pharmaceuticals,['Diversified'],,1200.0,M,-536457600000
2410,Nigel Austin,53,Australia,Retail,['Fashion & Retail'],,1200.0,M,23068800000
2410,Roman Avdeev,56,Russia,"Banking, development",['Finance & Investments'],,1200.0,M,-77673600000
2410,Takaya Awata,62,Japan,Restaurants,['Food & Beverage'],,1200.0,M,-258076800000
2410,Mehmet Aydinlar,67,Turkey,Hospitals,['Healthcare'],,1200.0,M,-423878400000
2410,Krishna Kumar Bangur,63,India,Graphite electrodes,['Manufacturing'],,1200.0,M,-299808000000
2410,Shay Banon,46,United States,search engine,['Technology'],Entrepreneur,1200.0,M,247190400000
2410,Sachin Bansal,42,India,Flipkart,['Fashion & Retail'],,1200.0,M,365817600000
2410,Selcuk Bayraktar,44,Turkey,Military drones,['Technology'],,1200.0,M,308102400000
2410,Barbara Berlusconi,39,Italy,Media,['Media & Entertainment'],,1200.0,F,459993600000
2410,Eleonora Berlusconi,37,Italy,Media,['Media & Entertainment'],,1200.0,F,515808000000
2410,Luigi Berlusconi,35,Italy,Media,['Media & Entertainment'],,1200.0,M,591321600000
2410,Kapil Bhatia,91,India,Aviation,['Service'],,1200.0,M,-1186099200000
2410,Vicente Boluda Fos,69,Spain,Shipping,['Logistics'],,1200.0,M,-465696000000
2410,Oleg Boyko,59,Switzerland,Diversified,['Diversified'],,1200.0,M,-165974400000
2410,Cao Ji,72,China,Manufacturing,['Manufacturing'],,1200.0,M,-568080000000
2410,Chen Huxiong,53,China,Stationery,['Manufacturing'],,1200.0,M,15638400000
2410,Tony Chen,74,Taiwan,Electronics,['Technology'],,1200.0,M,-647049600000
2410,Chen Xueli,72,China,Pharmaceuticals,['Healthcare'],,1200.0,M,-576028800000
2410,Chen Zhisong,58,China,Communication equipment,['Technology'],,1200.0,M,-125712000000
2410,Chung Mong-joon,72,South Korea,"shipbuilding, industrial machines",['Manufacturing'],,1200.0,M,-574646400000
2410,Chung Yong-jin,55,South Korea,Retail,['Fashion & Retail'],,1200.0,M,-40521600000
2410,Lucio Co,69,Philippines,Retail,['Fashion & Retail'],,1200.0,M,-482803200000
2410,Benoit Dageville,57,United States,Software,['Technology'],,1200.0,M,-110764800000
2410,Alpana Dangi,51,India,Investments,['Finance & Investments'],,1200.0,F,89164800000
2410,Maria Consuelo Dias Branco,89,Brazil,"pasta, biscuits",['Food & Beverage'],,1200.0,F,-1110585600000
2410,Mark Dixon,64,Monaco,Office real estate,['Real Estate'],,1200.0,M,-320803200000
2410,Mathias Doepfner,61,Germany,Media,['Media & Entertainment'],,1200.0,M,-219715200000
2410,Aydin Dogan,87,Turkey,Media,['Media & Entertainment'],,1200.0,M,-1063929600000
2410,Shlomo Eliahu,88,Israel,Insurance,['Finance & Investments'],,1200.0,M,-1071532800000
2410,Chris Ellison,66,Australia,Mining,['Metals & Mining'],,1200.0,M,-395020800000
2410,Gabriel Escarrer & family,89,Spain,Hotels,['Service'],,1200.0,M,-1099353600000
2410,Richard Fairbank,73,United States,banking,['Finance & Investments'],,1200.0,M,-610156800000
2410,Andy Fang,31,United States,food delivery app,['Technology'],Cofounder,1200.0,M,709084800000
2410,Wirastuty Fangiono,51,Indonesia,Palm oil,['Manufacturing'],,1200.0,F,94694400000
2410,Larry Fink,71,United States,money management,['Finance & Investments'],"Cofounder, CEO",1200.0,M,-541641600000
2410,J. Christopher Flowers,66,United States,Investments,['Finance & Investments'],Founder and Managing Director,1200.0,M,-384393600000
2410,Maria Frias,,Brazil,Media,['Media & Entertainment'],,1200.0,F,
2410,Donald Friese,83,United States,Manufacturing,['Manufacturing'],,1200.0,M,-922924800000
2410,Gan Zhongru,75,China,Pharmaceuticals,['Healthcare'],,1200.0,M,-678585600000
2410,Pavel Golubkov,48,Russia,"Building, development",['Real Estate'],,1200.0,M,195523200000
2410,Cristina Green,74,United Kingdom,Fashion retail,['Fashion & Retail'],,1200.0,F,-644371200000
2410,Philip Green,72,United Kingdom,Fashion retail,['Fashion & Retail'],,1200.0,M,-561686400000
2410,Said Gutseriev,35,Russia,"Retail, investments",['Energy'],,1200.0,M,577324800000
2410,Stelios Haji-Ioannou,57,Monaco,EasyJet,['Service'],,1200.0,M,-90892800000
2410,Fahed Hariri,43,United Kingdom,"Construction, investments",['Construction & Engineering'],,1200.0,M,346896000000
2410,Alfredo Harp Helu & family,80,Mexico,"Banking, investments",['Finance & Investments'],,1200.0,M,-814492800000
2410,Timothy Headington,73,United States,"Oil & gas, investments",['Energy'],,1200.0,M,-621388800000
2410,Frank Holding,62,United States,Banking,['Finance & Investments'],,1200.0,M,-268358400000
2410,Hiroshi Ishibashi,77,Japan,Tires,['Automotive'],,1200.0,M,-739065600000
2410,Ankur Jain,34,United States,Rewards firm,['Finance & Investments'],CEO & founder,1200.0,M,634608000000
2410,Naresh Jain,89,India,Auto components,['Automotive'],,1200.0,M,-1100995200000
2410,LeBron James,39,United States,Basketball,['Sports'],Athlete,1200.0,M,473212800000
2410,Jiang Jinhua,63,China,Glass,['Manufacturing'],,1200.0,F,-283996800000
2410,Magic Johnson,64,United States,"Basketball, investments",['Diversified'],"Athlete, Entrepreneur",1200.0,M,-327715200000
2410,Ashok Kajaria,76,India,Tiles,['Manufacturing'],,1200.0,M,-707529600000
2410,Keeree Kanjanapas,73,Thailand,Transportation,['Automotive'],,1200.0,M,-606096000000
2410,Arsen Kanokov,67,Russia,Real estate,['Real Estate'],,1200.0,M,-405734400000
2410,Bahari Karim,62,Singapore,Palm oil,['Manufacturing'],,1200.0,M,-252460800000
2410,Burhan Karim,64,Singapore,Palm oil,['Manufacturing'],,1200.0,M,-315619200000
2410,Ke Guihua,58,China,Auto parts,['Manufacturing'],,1200.0,M,-133142400000
2410,Harry Klagsbrun,69,Sweden,financial services,['Finance & Investments'],,1200.0,M,-487468800000
2410,Martin Klenk,37,Germany,Enterprise software,['Technology'],,1200.0,M,539654400000
2410,Koo Bon-neung,75,South Korea,Electronics,['Manufacturing'],,1200.0,M,-655430400000
2410,Vladimir Krupchak,66,Cyprus,Manufacturing,['Manufacturing'],,1200.0,M,-376272000000
2410,Raymond Kwok,70,Hong Kong,Real estate,['Real Estate'],,1200.0,M,-527904000000
2410,Guy Laliberté,64,Canada,Cirque du Soleil,['Media & Entertainment'],Cofounder and CEO,1200.0,M,-315619200000
2410,Robert Langer,75,United States,Biotech,['Healthcare'],,1200.0,M,-673488000000
2410,Michiel Le Roux,74,South Africa,Banking,['Finance & Investments'],,1200.0,M,-650678400000
2410,Nancy Lerner,63,United States,"Banking, credit cards",['Finance & Investments'],,1200.0,F,-304300800000
2410,Norma Lerner,88,United States,Banking,['Finance & Investments'],,1200.0,F,-1065484800000
2410,Randolph Lerner,62,United States,"Banking, credit cards",['Finance & Investments'],,1200.0,M,-248054400000
2410,Li Guoqiang,60,China,Auto dealerships,['Automotive'],,1200.0,M,-189388800000
2410,Liang Qin & family,52,China,Semiconductor devices,['Technology'],,1200.0,F,57283200000
2410,Liang Zhaoxian,59,China,Appliances,['Manufacturing'],,1200.0,M,-157766400000
2410,Liu Weiping,45,China,packaged food,['Food & Beverage'],,1200.0,M,276048000000
2410,Christian Louboutin,61,France,Shoes,['Fashion & Retail'],,1200.0,M,-220406400000
2410,Lu Yiwen,37,China,Jewelry,['Fashion & Retail'],,1200.0,F,536457600000
2410,Lucia Maggi & family,91,Brazil,Agribusiness,['Diversified'],Philanthropist,1200.0,F,-1181865600000
2410,Alexander Mamut & family,64,Israel,Investments,['Finance & Investments'],,1200.0,M,-313200000000
2410,Yasseen Mansour,62,Egypt,Diversified,['Diversified'],,1200.0,M,-265075200000
2410,Yves-Loic Martin,58,France,Laboratory services,['Healthcare'],,1200.0,M,-126230400000
2410,Virendra Mhaiskar,52,India,Infrastructure,['Construction & Engineering'],,1200.0,M,55728000000
2410,Kirill Minovalov,52,Russia,"Agriculture, finance",['Diversified'],,1200.0,M,41126400000
2410,Tadako Nakatani,,Japan,Medical diagnostic equipment,['Healthcare'],,1200.0,F,
2410,Nguyen Dang Quang,60,Vietnam,"Consumer products, banking",['Food & Beverage'],,1200.0,M,-200707200000
2410,Bastian Nominacher,39,Germany,Enterprise software,['Technology'],,1200.0,M,469324800000
2410,Vadim Novinsky,60,Ukraine,Steel,['Metals & Mining'],,1200.0,M,-207705600000
2410,Axel Oberwelland & family,57,Germany,Candy,['Food & Beverage'],,1200.0,M,-94694400000
2410,Pan Shiyi,61,China,Real estate,['Real Estate'],,1200.0,M,-220924800000
2410,Shashishekar Pandit,74,India,Software,['Technology'],,1200.0,M,-623635200000
2410,Park Hyeon-joo,65,South Korea,mutual funds,['Finance & Investments'],,1200.0,M,-353721600000
2410,Murdaya Poo,83,Indonesia,Diversified,['Diversified'],,1200.0,M,-914198400000
2410,Helena Revoredo,77,Spain,Security services,['Service'],,1200.0,F,-722390400000
2410,Hartley Rogers,64,United States,asset management,['Finance & Investments'],,1200.0,M,-321926400000
2410,Deniz Sahenk,78,Turkey,Diversified,['Diversified'],,1200.0,F,-770169600000
2410,Thomas Sandell,63,United Kingdom,Hedge funds,['Finance & Investments'],Founder,1200.0,M,-281318400000
2410,Shi Yifeng,50,China,Medical cosmetics,['Healthcare'],,1200.0,M,126230400000
2410,Scott Smith,74,United States,Cloud computing,['Technology'],,1200.0,M,-653961600000
2410,Jeffrey Soffer,56,United States,Real estate,['Real Estate'],,1200.0,M,-64800000000
2410,Mike Speiser,53,United States,Software,['Technology'],Managing Director,1200.0,M,33609600000
2410,Zachary Stern,42,United States,Liquor,['Food & Beverage'],,1200.0,M,379382400000
2410,Ion Stoica,59,United States,Data analytics,['Technology'],,1200.0,M,-154137600000
2410,Anand Surana,53,India,Pharmaceuticals,['Healthcare'],,1200.0,M,38620800000
2410,Dilip Surana,58,India,Pharmaceuticals,['Healthcare'],,1200.0,M,-124761600000
2410,Stanley Tang,31,United States,food delivery app,['Technology'],Cofounder,1200.0,M,720144000000
2410,Tang Ye,42,China,software,['Technology'],,1200.0,M,361843200000
2410,Gary Tharaldson,78,United States,Hotels,['Real Estate'],,1200.0,M,-763948800000
2410,Andrew Tisch,74,United States,Loews,['Diversified'],,1200.0,M,-643161600000
2410,Clemens Toennies,67,Germany,Meat processing,['Food & Beverage'],,1200.0,M,-429148800000
2410,Robert Toennies,45,Germany,Meat processing,['Food & Beverage'],,1200.0,M,265248000000
2410,Tran Ba Duong & family,64,Vietnam,Automotive,['Automotive'],,1200.0,M,-307756800000
2410,Tsao Ter-fung,77,Taiwan,Food,['Food & Beverage'],,1200.0,M,-725846400000
2410,Kenzo Tsujimoto,83,Japan,Video games,['Media & Entertainment'],,1200.0,M,-916617600000
2410,Yasuhide Uno,60,Japan,Payment services,['Technology'],,1200.0,M,-201657600000
2410,Thongma Vijitpongpun,66,Thailand,Real estate,['Real Estate'],,1200.0,M,-393984000000
2410,Wang Jilei,59,China,Logistics,['Logistics'],,1200.0,M,-157766400000
2410,Wang Shih-Chung,62,Taiwan,Pneumatic equipments,['Manufacturing'],,1200.0,M,-252460800000
2410,J. Wayne Weaver,88,United States,Shoes,['Diversified'],,1200.0,M,-1083542400000
2410,Werner O. Weber,85,Switzerland,Electronic components,['Manufacturing'],,1200.0,M,-974937600000
2410,Anne Werninghaus,38,Brazil,Industrial machinery,['Manufacturing'],,1200.0,F,504921600000
2410,Christoffel Wiese,82,South Africa,retail,['Fashion & Retail'],Chairman,1200.0,M,-893376000000
2410,Dick Wolf,77,,Law & Order,['Media & Entertainment'],Producer,1200.0,M,-726883200000
2410,Nicholas Woodman,48,United States,GoPro,['Technology'],Entrepreneur,1200.0,M,172800000000
2410,Ye Xiaoping,61,China,Pharmaceuticals,['Healthcare'],,1200.0,M,-218246400000
2410,Matei Zaharia,38,United States,Data analytics,['Technology'],,1200.0,M,482889600000
2410,Michelle Zatlyn,44,United States,Cybersecurity,['Technology'],"Cofounder, president and COO",1200.0,F,301622400000
2410,Zhang Gongyun,61,China,Tyre manufacturing machinery,['Manufacturing'],,1200.0,M,-222134400000
2410,Zhang Keqiang,63,China,Real estate,['Real Estate'],,1200.0,M,-305337600000
2410,Zhang Shilong & family,58,China,Semiconductor,['Technology'],,1200.0,M,-126230400000
2410,Zhao Hongfei,49,China,Software,['Technology'],,1200.0,M,139276800000
2410,Peng Zhao,53,China,Online recruitment,['Service'],,1200.0,M,31536000000
2410,Kostyantin Zhevago,50,Ukraine,Mining,['Metals & Mining'],,1200.0,M,126748800000
2410,Zhuang Kuilong & family,61,China,polyester,['Manufacturing'],,1200.0,M,-238204800000
2545,Craig Abod,60,,Information Technology,['Technology'],,1100.0,M,-205286400000
2545,Sanjay Agarwal,53,India,Banking,['Finance & Investments'],,1100.0,M,21600000000
2545,Raamdeo Agrawal,67,India,Financial services,['Finance & Investments'],,1100.0,M,-426124800000
2545,Michael Andlauer,59,,"Logistics, sports",['Logistics'],,1100.0,M,-157766400000
2545,Christian Angermayer,45,United Kingdom,Investments,['Finance & Investments'],,1100.0,M,262396800000
2545,Anant Asavabhokhin,73,Thailand,Real estate,['Real Estate'],,1100.0,M,-611971200000
2545,Haluk Bayraktar,45,Turkey,Military drones,['Technology'],,1100.0,M,276307200000
2545,Abigail Bennett,43,United States,Liquor,['Food & Beverage'],,1100.0,F,346723200000
2545,Baiju Bhatt,39,United States,Stock trading app,['Finance & Investments'],,1100.0,M,473385600000
2545,Stephane Bonvin,57,Switzerland,Real estate,['Real Estate'],,1100.0,M,-94694400000
2545,Carson Brice,56,United States,Banking,['Finance & Investments'],,1100.0,F,-71107200000
2545,Pradip Burman,81,India,Consumer goods,['Food & Beverage'],,1100.0,M,-857260800000
2545,Andres Bzurovski Bay,46,Uruguay,fintech,['Finance & Investments'],,1100.0,M,242179200000
2545,Caspar Callerström,50,Sweden,financial services,['Finance & Investments'],,1100.0,M,103075200000
2545,Cao Jianwei,45,China,Semiconductors,['Manufacturing'],,1100.0,M,265334400000
2545,Giuliana Caprotti,83,Italy,Supermarkets,['Food & Beverage'],,1100.0,F,-918691200000
2545,Marina Caprotti,46,Italy,Supermarkets,['Food & Beverage'],,1100.0,F,253843200000
2545,Chang Kuo-Ming,66,Taiwan,Transportation,['Logistics'],,1100.0,M,-378691200000
2545,Bernard Charles,67,,Dassault Systemes,['Diversified'],,1100.0,M,-402624000000
2545,Chen Wenyuan & family,56,China,Testing equipment,['Technology'],,1100.0,M,-63158400000
2545,John Christodoulou,58,Monaco,Real estate,['Real Estate'],,1100.0,M,-145411200000
2545,Chua Thian Poh,75,Singapore,Real estate,['Real Estate'],,1100.0,M,-677721600000
2545,Susan Co,66,Philippines,Retail,['Fashion & Retail'],,1100.0,F,-383356800000
2545,Pavel Demidov & family,55,Russia,Agriculture,['Food & Beverage'],,1100.0,M,-34300800000
2545,Ashwin Desai,72,India,Specialty chemicals,['Manufacturing'],,1100.0,M,-577152000000
2545,Dong Zengping,54,China,Electronics,['Manufacturing'],,1100.0,M,
2545,Keiko Erikawa,75,Japan,Video games,['Media & Entertainment'],,1100.0,F,-662515200000
2545,Yoichi Erikawa,73,Japan,Video games,['Media & Entertainment'],,1100.0,M,-605404800000
2545,Clóvis Ermírio de Moraes,,Brazil,Diversified,['Diversified'],,1100.0,M,
2545,Gleb Fetisov,57,Cyprus,Investments,['Telecom'],,1100.0,M,-112838400000
2545,Sergio Fogel,60,Uruguay,fintech,['Finance & Investments'],,1100.0,M,-190252800000
2545,Scot French,53,United States,Private equity,['Finance & Investments'],,1100.0,M,23587200000
2545,William Fung,75,Hong Kong,Sourcing,['Logistics'],,1100.0,M,-658281600000
2545,Michael Gans & family,60,Switzerland,Supply chain services,['Diversified'],,1100.0,M,-201484800000
2545,Gyorgy Gattyan,,Hungary,Adult Entertainment,['Media & Entertainment'],,1100.0,M,
2545,Charles Gibbon,74,Australia,Software,['Technology'],,1100.0,M,-650764800000
2545,Simona Giorgetta,46,Italy,Chemical products,['Construction & Engineering'],,1100.0,F,230688000000
2545,Lance Gokongwei,56,Philippines,Diversified,['Diversified'],,1100.0,M,-65836800000
2545,Jane Goldman,68,United States,Real estate,['Real Estate'],,1100.0,F,-455328000000
2545,Amy Goldman Fowler,69,United States,Real estate,['Real Estate'],,1100.0,F,-495590400000
2545,Antonio Gracias,53,United States,Investments,['Finance & Investments'],,1100.0,M,26697600000
2545,Ryan Graves,40,United States,Uber,['Technology'],Entrepreneur,1100.0,M,426038400000
2545,Pedro Grendene Bartelle,74,Brazil,shoes,['Fashion & Retail'],,1100.0,M,-629251200000
